# Export aus VertriebsSystem v4.2 - 03.01.2026
Auftragsdatum,Region,Produktgruppe,Produkt,Umsatz,Marge
2025-07-18,Süd,Technik,Tastatur,3193.24,0.23
2025-07-18,Ost,Technik,Tastatur,1282.97,0.35
2025-07-18,Ost,verbrauchsmaterial,Toner,287.40,0.35
2025-07-19,Süd,Bürobedarf,Druckerpapier,702.66,0.37
2025-07-19,Ost,Bürobedarf,Stiftebox,534.98,0.39
2025-07-19,West ,Verbrauchsmaterial,Klebeband,312.76,0.43
2025-07-19,Ost,verbrauchsmaterial,Druckerpatrone,439.39,0.36
2025-07-19,Nord ,Bürobedarf,Ordner,179.92,0.26
2025-07-19,Nord,Verbrauchsmaterial,Klebeband,410.88,0.22
2025-07-19,Ost,bürobedarf,Notizbuch,201.22,0.33
2025-07-19,Nord,bürobedarf,Stiftebox,466.38,0.32
2025-07-19,Ost,Möbel,Rollcontainer,700.70,0.33
2025-07-20,Süd,Verbrauchsmaterial,Etiketten,210.79,0.39
2025-07-20,Süd,Verbrauchsmaterial,Druckerpatrone,721.18,0.39
2025-07-20,Nord,Bürobedarf,Stiftebox,575.73,0.22
2025-07-20,Nord,verbrauchsmaterial,Toner,513.39,0.22
2025-07-20,Nord,Verbrauchsmaterial,Etiketten,530.34,0.24
2025-07-20,Nord ,Verbrauchsmaterial,Klebeband,642.29,0.26
2025-07-21,West,Verbrauchsmaterial,Toner,291.23,0.41
2025-07-21,Nord,Möbel,Regal,1679.77,0.18
2025-07-21,Süd,Bürobedarf,Druckerpapier,370.34,0.38
2025-07-21,Ost,Verbrauchsmaterial,Toner,743.19,0.33
2025-07-22,West,Verbrauchsmaterial,Druckerpatrone,348.62,0.33
2025-07-22,Ost,Bürobedarf,Druckerpapier,293.16,0.45
2025-07-22,West,möbel,Rollcontainer,695.86,0.27
2025-07-22,Ost,Bürobedarf,Notizbuch,237.65,0.31
2025-07-22,West,Technik,Tastatur,1041.29,0.25
2025-07-22,Nord,Bürobedarf,Stiftebox,93.25,0.32
2025-07-22,Nord,Möbel,Schreibtisch,3121.40,0.19
2025-07-22,Süd,Bürobedarf,Druckerpapier,219.13,0.27
2025-07-22,Ost,Technik,Dockingstation,1958.01,0.29
2025-07-22,Ost,Verbrauchsmaterial,Druckerpatrone,563.30,0.31
2025-07-22,Ost,Bürobedarf,Ordner,737.85,0.38
2025-07-22,Ost ,Technik,Monitor,837.36,0.22
2025-07-22,Nord,Verbrauchsmaterial,Toner,207.28,0.21
2025-07-23,West,Zubehör,USB-Hub,756.22,0.31
2025-07-23,Nord,Bürobedarf,Notizbuch,172.96,0.17
2025-07-23,Ost,Zubehör,Monitorarm,553.47,0.27
2025-07-23,Süd,Technik,Tastatur,1732.55,0.38
2025-07-23,West,Bürobedarf,Druckerpapier,235.48,0.47
2025-07-23,Ost,Technik,Tastatur,919.24,0.30
2025-07-23,Ost,Technik,Headset,2013.93,0.29
2025-07-24,Süd,Bürobedarf,Stiftebox,261.06,0.41
2025-07-24,Nord,Möbel,Bürostuhl,1136.40,0.20
2025-07-24,Süd,Verbrauchsmaterial,Klebeband,228.89,0.39
2025-07-24,Ost,Technik,Dockingstation,3944.54,0.28
2025-07-24,Süd,Technik,Monitor,1077.69,0.40
2025-07-25,Nord,Verbrauchsmaterial,Etiketten,427.38,0.24
2025-07-25,Nord,Bürobedarf,Notizbuch,386.46,0.32
2025-07-25,Nord,Verbrauchsmaterial,Druckerpatrone,865.75,0.23
2025-07-25,Ost,Technik,Headset,1397.70,0.32
2025-07-26,Süd,Möbel,Rollcontainer,1303.98,0.27
2025-07-26,Nord,Bürobedarf,Notizbuch,332.67,0.24
2025-07-26,Süd,Verbrauchsmaterial,Toner,423.54,0.39
2025-07-26,Nord,Technik,Headset,1000.29,0.14
2025-07-26,Nord,Bürobedarf,Stiftebox,920.57,0.19
2025-07-26,Ost,Zubehör,USB-Hub,529.99,0.32
2025-07-27,Süd ,Bürobedarf,Druckerpapier,190.58,0.45
2025-07-27,Ost,Bürobedarf,Stiftebox,227.47,0.41
2025-07-27,West,Verbrauchsmaterial,Etiketten,446.01,0.33
2025-07-27,Süd,bürobedarf,Druckerpapier,82.50,0.43
2025-07-27,Ost,Bürobedarf,Notizbuch,674.17,0.38
2025-07-27,Süd,Zubehör,Handballenauflage,752.49,0.19
2025-07-27,Süd,Bürobedarf,Ordner,347.66,0.28
2025-07-27,Süd,Technik,Monitor,1548.85,0.29
2025-07-27,Süd,Bürobedarf,Druckerpapier,173.12,0.39
2025-07-27,Nord,Zubehör,Handballenauflage,430.17,0.22
2025-07-28,Süd,Technik,Monitor,1522.01,0.36
2025-07-28,Nord,zubehör,Kabelkanal,778.45,0.20
2025-07-28,Ost,Zubehör,Monitorarm,444.60,0.35
2025-07-28,West,Bürobedarf,Ordner,576.38,0.42
2025-07-29,West,Zubehör,Monitorarm,212.70,0.36
2025-07-29,Ost,Bürobedarf,Ordner,162.23,0.29
2025-07-29,West,Zubehör,USB-Hub,449.32,0.31
2025-07-29,Nord,Technik,Monitor,735.75,0.19
2025-07-29,West,Zubehör,Handballenauflage,1147.97,0.30
2025-07-29,Nord ,Verbrauchsmaterial,Etiketten,557.66,0.26
2025-07-29,Süd,Bürobedarf,Stiftebox,447.00,0.40
2025-07-30,Ost,Technik,Tastatur,759.56,0.36
2025-07-30,Ost,Technik,Monitor,2043.07,0.28
2025-07-30,West,Technik,Dockingstation,898.76,0.33
2025-07-30,Süd,Verbrauchsmaterial,Toner,880.70,0.35
2025-07-30,West,Verbrauchsmaterial,Toner,429.24,0.34
2025-07-31,Nord,verbrauchsmaterial,Etiketten,303.16,0.24
2025-07-31,Ost,Bürobedarf,Ordner,162.28,0.33
2025-07-31,West ,Möbel,Rollcontainer,2635.50,0.30
2025-07-31,Ost ,Technik,Tastatur,796.07,0.29
2025-08-01,Süd,Verbrauchsmaterial,Etiketten,642.30,0.33
2025-08-01,Süd ,Möbel,Rollcontainer,586.07,0.24
2025-08-01,West,Zubehör,Handballenauflage,462.46,0.36
2025-08-01,West,Technik,Monitor,1899.13,0.28
2025-08-01,Nord ,Zubehör,USB-Hub,263.60,0.10
2025-08-01,Nord ,Bürobedarf,Druckerpapier,224.72,0.19
2025-08-02,Ost,Bürobedarf,Ordner,401.02,0.37
2025-08-02,Ost,Bürobedarf,Stiftebox,851.86,0.43
2025-08-02,West,Möbel,Rollcontainer,634.79,0.28
2025-08-02,West,Bürobedarf,Ordner,301.64,0.35
2025-08-02,Süd,Technik,Tastatur,1085.58,0.29
2025-08-03,Ost,Verbrauchsmaterial,Druckerpatrone,414.91,0.31
2025-08-03,Ost,Verbrauchsmaterial,Etiketten,1160.83,0.31
2025-08-03,Ost,Technik,Monitor,2494.50,0.35
2025-08-03,Nord,Zubehör,Handballenauflage,930.03,0.25
2025-08-04,Süd,Verbrauchsmaterial,Toner,238.88,0.37
2025-08-04,Ost,Verbrauchsmaterial,Klebeband,390.26,0.37
2025-08-04,West,Möbel,Schreibtisch,1819.06,0.40
2025-08-04,Nord,Verbrauchsmaterial,Klebeband,810.75,0.18
2025-08-04,Nord,Möbel,Bürostuhl,1509.35,0.22
2025-08-04,Ost ,Möbel,Regal,1352.22,0.30
2025-08-05,West,Bürobedarf,Stiftebox,391.04,0.45
2025-08-05,Süd ,Zubehör,Kabelkanal,491.54,0.30
2025-08-05,Ost,Bürobedarf,Druckerpapier,350.34,0.41
2025-08-05,Nord,Technik,Headset,1382.59,0.18
2025-08-05,West ,Technik,Dockingstation,1770.65,0.30
2025-08-05,Süd,Zubehör,Kabelkanal,815.19,0.26
2025-08-05,Süd,Verbrauchsmaterial,Toner,264.48,0.36
2025-08-06,Ost ,Möbel,Schreibtisch,5274.57,0.31
2025-08-06,West,Technik,Tastatur,928.72,0.31
2025-08-06,Ost,Zubehör,Kabelkanal,520.64,0.26
2025-08-06,Süd,Möbel,Schreibtisch,2483.42,0.23
2025-08-06,West,Technik,Monitor,1308.01,0.35
2025-08-07,Ost,Bürobedarf,Druckerpapier,407.09,0.46
2025-08-07,West,Zubehör,Handballenauflage,512.55,0.31
2025-08-07,Ost,Möbel,Regal,3980.67,0.29
2025-08-07,Ost ,zubehör,USB-Hub,741.86,0.46
2025-08-08,Süd,Verbrauchsmaterial,Druckerpatrone,207.96,0.32
2025-08-08,Ost,Verbrauchsmaterial,Toner,314.21,0.30
2025-08-08,Süd,Zubehör,USB-Hub,558.05,0.41
2025-08-08,West,Technik,Dockingstation,578.03,0.28
2025-08-08,Süd,Technik,Monitor,1220.60,0.34
2025-08-08,West,Bürobedarf,Ordner,590.74,0.37
2025-08-08,Süd,Zubehör,USB-Hub,894.16,0.30
2025-08-09,Nord,Verbrauchsmaterial,Klebeband,528.46,0.28
2025-08-09,West,Bürobedarf,Stiftebox,250.04,0.38
2025-08-09,Nord,verbrauchsmaterial,Klebeband,606.23,0.30
2025-08-09,Süd,Technik,Dockingstation,855.98,0.35
2025-08-09,Süd,Bürobedarf,Ordner,373.85,0.38
2025-08-10,Ost,Technik,Dockingstation,2411.64,0.31
2025-08-10,Nord,Technik,Headset,1497.41,0.05
2025-08-10,Ost,Bürobedarf,Stiftebox,205.87,0.38
2025-08-10,Nord,Bürobedarf,Notizbuch,258.83,0.19
2025-08-10,Nord,Möbel,Regal,3049.36,0.13
2025-08-10,Nord ,Technik,Dockingstation,891.38,0.17
2025-08-11,Nord,Bürobedarf,Notizbuch,706.21,0.21
2025-08-11,West,Zubehör,Handballenauflage,718.54,0.33
2025-08-11,Ost,Verbrauchsmaterial,Etiketten,886.85,0.26
2025-08-11,West,Verbrauchsmaterial,Etiketten,445.16,0.30
2025-08-11,Ost,Technik,Monitor,1173.48,0.33
2025-08-11,Ost,Zubehör,USB-Hub,543.82,0.34
2025-08-11,Nord,Technik,Monitor,1272.22,0.09
2025-08-12,Nord,Verbrauchsmaterial,Toner,841.54,0.24
2025-08-12,Ost,Verbrauchsmaterial,Toner,144.95,0.29
2025-08-12,Süd,Verbrauchsmaterial,Druckerpatrone,425.91,0.37
2025-08-12,Nord,Technik,Headset,1156.66,0.16
2025-08-12,Süd,Zubehör,Kabelkanal,488.89,0.36
2025-08-13,Ost,Zubehör,USB-Hub,536.00,0.33
2025-08-13,Nord,Möbel,Schreibtisch,3361.31,0.25
2025-08-13,Ost,Bürobedarf,Notizbuch,290.09,0.37
2025-08-13,Nord,technik,Headset,924.23,0.20
2025-08-13,West,Bürobedarf,Notizbuch,403.88,0.33
2025-08-13,Süd,Technik,Monitor,663.77,0.24
2025-08-14,Süd,Bürobedarf,Druckerpapier,181.26,0.37
2025-08-14,Süd,Technik,Tastatur,4462.43,0.30
2025-08-14,West,Technik,Dockingstation,1969.38,0.32
2025-08-14,Ost,Zubehör,Kabelkanal,562.22,0.28
2025-08-14,West,Verbrauchsmaterial,Klebeband,392.79,0.34
2025-08-15,Ost,Technik,Monitor,1409.69,0.26
2025-08-15,West,Bürobedarf,Stiftebox,425.12,0.42
2025-08-15,West,Zubehör,Handballenauflage,680.18,0.34
2025-08-15,Ost,Verbrauchsmaterial,Druckerpatrone,229.09,0.31
2025-08-15,West,Verbrauchsmaterial,Etiketten,281.16,0.36
2025-08-15,West,Bürobedarf,Stiftebox,293.55,0.34
2025-08-16,West,Verbrauchsmaterial,Etiketten,726.72,0.36
2025-08-16,Nord,Verbrauchsmaterial,Toner,935.08,0.21
2025-08-16,Nord,Zubehör,USB-Hub,219.51,0.21
2025-08-16,Nord,Bürobedarf,Stiftebox,315.17,0.27
2025-08-16,Süd,Bürobedarf,Stiftebox,288.02,0.39
2025-08-17,Nord,Zubehör,Handballenauflage,656.17,0.18
2025-08-17,Nord,Technik,Tastatur,824.30,0.21
2025-08-17,West,Zubehör,Handballenauflage,649.89,0.34
2025-08-17,Nord,Bürobedarf,Druckerpapier,170.68,0.26
2025-08-17,Ost,Zubehör,USB-Hub,354.98,0.25
2025-08-17,Ost,Verbrauchsmaterial,Klebeband,588.80,0.28
2025-08-17,Ost,Technik,Monitor,1420.56,0.34
2025-08-17,Nord,Verbrauchsmaterial,Toner,199.10,0.28
2025-08-17,Nord,Bürobedarf,Druckerpapier,283.41,0.19
2025-08-17,Nord,Verbrauchsmaterial,Toner,705.52,0.18
2025-08-18,Nord,Bürobedarf,Stiftebox,224.79,0.25
2025-08-18,West,Bürobedarf,Notizbuch,293.82,0.38
2025-08-18,Süd,Möbel,Bürostuhl,695.74,0.30
2025-08-18,West,Möbel,Schreibtisch,4177.20,0.29
2025-08-19,Ost,Möbel,Regal,1280.18,0.30
2025-08-19,Ost,Technik,Dockingstation,1015.98,0.37
2025-08-19,Süd,Bürobedarf,Stiftebox,418.19,0.39
2025-08-19,Süd,möbel,Regal,1183.20,0.32
2025-08-19,West,Bürobedarf,Druckerpapier,1013.54,0.31
2025-08-19,West,Zubehör,Kabelkanal,271.69,0.37
2025-08-19,Nord,Zubehör,USB-Hub,353.34,0.19
2025-08-20,Nord ,bürobedarf,Ordner,360.04,0.33
2025-08-20,Süd,bürobedarf,Notizbuch,308.83,0.34
2025-08-20,Nord,Verbrauchsmaterial,Druckerpatrone,203.36,0.19
2025-08-20,Süd,Möbel,Bürostuhl,1197.85,0.27
2025-08-20,West,Möbel,Schreibtisch,958.63,0.34
2025-08-20,West,Zubehör,Kabelkanal,631.29,0.36
2025-08-20,Süd,Technik,Headset,2497.77,0.21
2025-08-20,Süd,Technik,Tastatur,1166.15,0.33
2025-08-20,Ost,Technik,Dockingstation,1590.35,0.28
2025-08-21,Süd ,Verbrauchsmaterial,Klebeband,269.09,0.39
2025-08-21,Nord,Bürobedarf,Druckerpapier,175.20,0.24
2025-08-21,West,Technik,Tastatur,1149.77,0.31
2025-08-21,West,Technik,Tastatur,3897.89,0.29
2025-08-21,West,Möbel,Bürostuhl,2382.26,0.22
2025-08-21,Ost ,Technik,Headset,172.65,0.30
2025-08-21,Süd ,Bürobedarf,Druckerpapier,301.80,0.36
2025-08-21,Nord,Zubehör,Handballenauflage,291.84,0.28
2025-08-22,Nord,Möbel,Rollcontainer,467.40,0.14
2025-08-22,Süd,Möbel,Regal,3502.85,0.32
2025-08-22,Nord,Bürobedarf,Stiftebox,308.80,0.35
2025-08-22,West,Bürobedarf,Notizbuch,125.43,0.35
2025-08-23,Süd,Verbrauchsmaterial,Toner,450.05,0.30
2025-08-23,Ost,Verbrauchsmaterial,Toner,1224.59,0.31
2025-08-23,Ost,Verbrauchsmaterial,Klebeband,444.18,0.34
2025-08-23,Ost,Verbrauchsmaterial,Toner,253.87,0.33
2025-08-23,Nord,Technik,Headset,2403.91,0.20
2025-08-23,Nord,Verbrauchsmaterial,Toner,590.09,0.24
2025-08-23,Nord,Zubehör,USB-Hub,543.24,0.13
2025-08-23,West,Zubehör,Handballenauflage,326.59,0.35
2025-08-24,Süd,Technik,Dockingstation,2101.38,0.34
2025-08-24,West,Möbel,Rollcontainer,1367.05,0.31
2025-08-24,West ,verbrauchsmaterial,Toner,974.20,0.40
2025-08-24,Nord,Bürobedarf,Ordner,511.03,0.22
2025-08-24,Süd,Technik,Headset,1784.43,0.32
2025-08-24,Nord,Bürobedarf,Stiftebox,282.52,0.22
2025-08-24,Süd,Bürobedarf,Ordner,132.61,0.39
2025-08-25,Nord,Zubehör,USB-Hub,894.56,0.30
2025-08-25,West,Möbel,Bürostuhl,2457.21,0.24
2025-08-25,Nord,möbel,Rollcontainer,514.71,0.16
2025-08-26,Nord,Technik,Headset,1887.36,0.23
2025-08-26,West,Technik,Tastatur,1217.16,0.30
2025-08-26,Ost,Zubehör,USB-Hub,625.53,0.35
2025-08-26,Nord,Technik,Dockingstation,788.52,0.16
2025-08-26,Süd,Verbrauchsmaterial,Klebeband,200.42,0.36
2025-08-26,Nord,Zubehör,Kabelkanal,706.70,0.18
2025-08-26,Süd,Bürobedarf,Stiftebox,306.25,0.35
2025-08-26,Ost,Zubehör,Handballenauflage,363.46,0.32
2025-08-26,West,Technik,Monitor,801.33,0.37
2025-08-26,Nord,Verbrauchsmaterial,Toner,689.42,0.24
2025-08-26,West,Verbrauchsmaterial,Druckerpatrone,233.83,0.38
2025-08-27,Süd,Möbel,Bürostuhl,2062.42,0.34
2025-08-27,Süd,Zubehör,Monitorarm,701.80,0.33
2025-08-28,Ost ,Zubehör,Monitorarm,656.39,0.36
2025-08-28,Ost,Bürobedarf,Stiftebox,574.40,0.28
2025-08-28,Süd,Zubehör,USB-Hub,276.25,0.33
2025-08-28,Süd,Verbrauchsmaterial,Druckerpatrone,351.23,0.33
2025-08-28,Ost,Verbrauchsmaterial,Klebeband,720.61,0.33
2025-08-29,Nord,Technik,Headset,864.78,0.20
2025-08-29,West,Möbel,Rollcontainer,1270.74,0.28
2025-08-29,West,Zubehör,Monitorarm,1059.45,0.32
2025-08-29,Nord,Zubehör,Monitorarm,822.82,0.23
2025-08-29,Süd,Möbel,Regal,3476.46,0.29
2025-08-29,Süd,Verbrauchsmaterial,Toner,377.35,0.35
2025-08-29,Ost,Möbel,Rollcontainer,1515.76,0.34
2025-08-29,West,Möbel,Bürostuhl,908.61,0.24
2025-08-29,Ost,Zubehör,USB-Hub,853.17,0.36
2025-08-29,West,Technik,Headset,917.27,0.23
2025-08-30,West,Technik,Dockingstation,801.57,0.22
2025-08-30,Nord,Technik,Monitor,594.29,0.08
2025-08-30,West,Zubehör,Kabelkanal,238.90,0.33
2025-08-30,Ost,Bürobedarf,Ordner,197.33,0.41
2025-08-30,West,Möbel,Regal,4269.28,0.35
2025-08-31,Ost,Technik,Monitor,1093.89,0.26
2025-08-31,Ost,Verbrauchsmaterial,Klebeband,498.94,0.37
2025-08-31,Süd,Verbrauchsmaterial,Druckerpatrone,97.46,0.40
2025-08-31,Ost,Möbel,Rollcontainer,2404.89,0.32
2025-08-31,Nord,Bürobedarf,Druckerpapier,149.25,0.30
2025-08-31,West,Verbrauchsmaterial,Klebeband,230.56,0.41
2025-08-31,Nord,Bürobedarf,Ordner,404.71,0.25
2025-08-31,Ost,Verbrauchsmaterial,Etiketten,297.70,0.43
2025-08-31,Süd,Bürobedarf,Ordner,394.42,0.32
2025-08-31,Ost,Technik,Dockingstation,1873.52,0.26
2025-08-31,Ost,Verbrauchsmaterial,Druckerpatrone,593.89,0.36
2025-09-01,Ost,Zubehör,USB-Hub,322.97,0.31
2025-09-01,Süd,Bürobedarf,Ordner,205.54,0.39
2025-09-01,Nord,Technik,Monitor,834.18,0.14
2025-09-01,Ost,zubehör,Kabelkanal,343.78,0.38
2025-09-01,West,Möbel,Bürostuhl,1369.62,0.29
2025-09-01,Süd,Bürobedarf,Druckerpapier,500.64,0.36
2025-09-02,Nord,Bürobedarf,Stiftebox,111.91,0.28
2025-09-02,Süd,Verbrauchsmaterial,Etiketten,660.95,0.32
2025-09-02,Ost,Verbrauchsmaterial,Toner,551.45,0.31
2025-09-02,Ost,Technik,Tastatur,2813.00,0.33
2025-09-02,Süd,Bürobedarf,Notizbuch,497.96,0.40
2025-09-02,Süd,technik,Tastatur,1589.21,0.32
2025-09-03,West ,Technik,Dockingstation,1032.95,0.29
2025-09-03,Süd,Zubehör,Handballenauflage,338.73,0.29
2025-09-03,Nord,Zubehör,Handballenauflage,527.62,0.17
2025-09-03,Süd,Zubehör,Handballenauflage,284.17,0.28
2025-09-03,Nord,Bürobedarf,Notizbuch,321.81,0.27
2025-09-03,Süd,Technik,Tastatur,1242.04,0.29
2025-09-03,West,Zubehör,Monitorarm,2841.12,0.42
2025-09-03,Süd ,Möbel,Regal,770.89,0.35
2025-09-03,Nord,Möbel,Schreibtisch,2055.39,0.22
2025-09-03,West,bürobedarf,Ordner,319.25,0.40
2025-09-03,Süd,Technik,Tastatur,2394.70,0.26
2025-09-03,Ost,Verbrauchsmaterial,Druckerpatrone,601.54,0.32
2025-09-03,West,Bürobedarf,Druckerpapier,344.83,0.47
2025-09-04,West ,Möbel,Schreibtisch,2684.97,0.38
2025-09-04,Süd,Bürobedarf,Druckerpapier,399.25,0.37
2025-09-04,Nord,Verbrauchsmaterial,Druckerpatrone,174.41,0.21
2025-09-04,Ost,Verbrauchsmaterial,Klebeband,438.41,0.36
2025-09-04,Süd,Bürobedarf,Stiftebox,258.81,0.37
2025-09-04,Ost ,Technik,Monitor,490.94,0.23
2025-09-05,Ost,Technik,Headset,1413.08,0.32
2025-09-05,West,Verbrauchsmaterial,Etiketten,454.03,0.44
2025-09-05,Nord,möbel,Schreibtisch,761.01,0.19
2025-09-05,Süd,Möbel,Schreibtisch,2129.79,0.30
2025-09-05,Ost,Zubehör,Handballenauflage,336.65,0.31
2025-09-05,West,Bürobedarf,Notizbuch,730.35,0.41
2025-09-06,Süd,Technik,Headset,1005.71,0.29
2025-09-06,West,Bürobedarf,Druckerpapier,257.76,0.47
2025-09-06,Süd,Bürobedarf,Notizbuch,473.70,0.33
2025-09-06,Ost,Verbrauchsmaterial,Klebeband,608.29,0.38
2025-09-06,Nord,Bürobedarf,Ordner,500.30,0.27
2025-09-07,West,Bürobedarf,Druckerpapier,149.79,0.44
2025-09-07,Süd,möbel,Rollcontainer,2857.76,0.33
2025-09-07,Süd,Verbrauchsmaterial,Etiketten,981.45,0.34
2025-09-07,Süd,technik,Tastatur,873.53,0.29
2025-09-07,West,Bürobedarf,Stiftebox,278.85,0.33
2025-09-07,Nord,Zubehör,USB-Hub,473.27,0.30
2025-09-07,West,Technik,Dockingstation,1455.22,0.38
2025-09-07,West,Möbel,Bürostuhl,2521.31,0.22
2025-09-07,West,Möbel,Schreibtisch,1132.96,0.29
2025-09-07,Süd,Technik,Dockingstation,2312.42,0.34
2025-09-07,Ost,Technik,Dockingstation,965.94,0.31
2025-09-07,West,Verbrauchsmaterial,Druckerpatrone,541.12,0.46
2025-09-08,West,Verbrauchsmaterial,Klebeband,366.87,0.42
2025-09-08,Ost,Verbrauchsmaterial,Klebeband,543.28,0.39
2025-09-08,Nord,Technik,Monitor,872.47,0.16
2025-09-08,Nord,Technik,Dockingstation,2083.81,0.22
2025-09-08,Ost ,Verbrauchsmaterial,Toner,282.25,0.42
2025-09-08,Ost,Möbel,Rollcontainer,878.40,0.22
2025-09-08,Ost,Bürobedarf,Druckerpapier,364.65,0.32
2025-09-08,Ost ,Zubehör,Monitorarm,276.96,0.35
2025-09-08,Süd,Bürobedarf,Stiftebox,416.69,0.35
2025-09-08,West,technik,Dockingstation,830.12,0.30
2025-09-08,West,Bürobedarf,Stiftebox,332.52,0.37
2025-09-08,West,Möbel,Bürostuhl,2131.23,0.30
2025-09-09,Süd,Möbel,Schreibtisch,2286.71,0.35
2025-09-09,Süd,Technik,Dockingstation,996.54,0.28
2025-09-09,West,Technik,Headset,837.83,0.38
2025-09-09,Ost,Technik,Monitor,944.59,0.32
2025-09-09,West,Möbel,Rollcontainer,864.46,0.36
2025-09-09,Nord,Technik,Dockingstation,1771.13,0.23
2025-09-10,Nord,Bürobedarf,Notizbuch,280.09,0.26
2025-09-10,Nord,technik,Tastatur,1724.01,0.25
2025-09-10,West,Zubehör,Kabelkanal,619.46,0.39
2025-09-10,Nord,Verbrauchsmaterial,Druckerpatrone,643.75,0.19
2025-09-10,Süd,Verbrauchsmaterial,Toner,312.42,0.25
2025-09-10,Süd,technik,Dockingstation,1270.62,0.26
2025-09-10,Nord,Technik,Monitor,2096.43,0.20
2025-09-11,Süd ,Verbrauchsmaterial,Klebeband,548.67,0.42
2025-09-11,Ost ,Verbrauchsmaterial,Druckerpatrone,259.20,0.35
2025-09-11,Nord ,Zubehör,USB-Hub,1124.96,0.23
2025-09-11,West,Möbel,Bürostuhl,1254.61,0.34
2025-09-11,Ost,Zubehör,USB-Hub,342.93,0.32
2025-09-11,Süd,Bürobedarf,Druckerpapier,272.98,0.40
2025-09-11,Nord,Bürobedarf,Druckerpapier,273.25,0.24
2025-09-12,West ,Bürobedarf,Stiftebox,344.50,0.39
2025-09-12,Ost,Bürobedarf,Notizbuch,146.15,0.39
2025-09-12,Süd,Möbel,Schreibtisch,3327.25,0.29
2025-09-12,Süd,Zubehör,Handballenauflage,418.45,0.34
2025-09-12,Süd,Möbel,Rollcontainer,2334.58,0.35
2025-09-13,Ost ,Zubehör,Monitorarm,399.72,0.39
2025-09-13,Ost ,Bürobedarf,Ordner,249.51,0.38
2025-09-13,Ost,Zubehör,USB-Hub,627.19,0.32
2025-09-13,Nord,Zubehör,USB-Hub,295.86,0.23
2025-09-13,Ost,Zubehör,Monitorarm,306.52,0.35
2025-09-13,Ost,Zubehör,Monitorarm,366.27,0.31
2025-09-13,West,Möbel,Rollcontainer,1219.43,0.33
2025-09-14,Nord ,Zubehör,USB-Hub,285.93,0.17
2025-09-14,West,Technik,Tastatur,488.67,0.27
2025-09-14,Süd,Verbrauchsmaterial,Druckerpatrone,411.94,0.36
2025-09-14,Süd,Bürobedarf,Ordner,355.73,0.43
2025-09-14,Süd,Zubehör,Handballenauflage,528.29,0.31
2025-09-14,Ost,Bürobedarf,Ordner,308.11,0.34
2025-09-14,Ost,Technik,Monitor,656.91,0.27
2025-09-14,Süd,Möbel,Regal,4623.69,0.26
2025-09-14,Ost,Technik,Dockingstation,683.37,0.22
2025-09-15,West,Bürobedarf,Ordner,456.48,0.36
2025-09-15,Ost,Möbel,Bürostuhl,1256.84,0.40
2025-09-15,Nord,Bürobedarf,Stiftebox,206.68,0.24
2025-09-15,West,Zubehör,Kabelkanal,374.82,0.33
2025-09-15,Ost,Bürobedarf,Stiftebox,642.76,0.41
2025-09-15,Süd,Technik,Headset,1204.07,0.33
2025-09-15,Süd,Verbrauchsmaterial,Klebeband,287.52,0.39
2025-09-16,Ost,bürobedarf,Stiftebox,389.57,0.41
2025-09-16,Nord,Technik,Dockingstation,1249.37,0.10
2025-09-16,Nord,Technik,Tastatur,2996.52,0.19
2025-09-16,West,Technik,Headset,712.22,0.34
2025-09-16,Nord,Bürobedarf,Ordner,271.78,0.27
2025-09-16,Süd,Verbrauchsmaterial,Klebeband,1523.23,0.34
2025-09-16,West,Technik,Dockingstation,1490.84,0.23
2025-09-16,Süd,Möbel,Rollcontainer,460.45,0.23
2025-09-16,Ost,Verbrauchsmaterial,Etiketten,207.59,0.39
2025-09-16,Nord,zubehör,Kabelkanal,540.10,0.24
2025-09-16,West,Bürobedarf,Stiftebox,141.89,0.35
2025-09-17,Nord,Technik,Dockingstation,2731.51,0.21
2025-09-17,Süd,Technik,Dockingstation,891.11,0.28
2025-09-17,Süd,Zubehör,Kabelkanal,143.89,0.37
2025-09-17,Süd,zubehör,Monitorarm,745.60,0.34
2025-09-17,Ost,Technik,Monitor,833.44,0.34
2025-09-17,Süd,Zubehör,Kabelkanal,578.09,0.47
2025-09-17,Ost,Zubehör,Handballenauflage,220.47,0.27
2025-09-17,Süd,Bürobedarf,Stiftebox,156.25,0.42
2025-09-18,Süd,Verbrauchsmaterial,Klebeband,478.61,0.35
2025-09-18,West,Bürobedarf,Druckerpapier,849.85,0.37
2025-09-18,West,Bürobedarf,Ordner,477.35,0.40
2025-09-18,Süd,Zubehör,USB-Hub,192.04,0.35
2025-09-18,West ,Technik,Dockingstation,663.20,0.37
2025-09-19,Nord,Verbrauchsmaterial,Etiketten,1377.88,0.24
2025-09-19,Süd,Bürobedarf,Notizbuch,316.59,0.32
2025-09-19,Ost,Bürobedarf,Stiftebox,98.88,0.30
2025-09-19,West,Möbel,Bürostuhl,1443.57,0.29
2025-09-19,Nord ,Verbrauchsmaterial,Klebeband,1144.34,0.21
2025-09-19,Nord,Möbel,Bürostuhl,2864.88,0.27
2025-09-19,West,verbrauchsmaterial,Etiketten,312.44,0.39
2025-09-19,Süd,Zubehör,USB-Hub,532.13,0.40
2025-09-20,West,Zubehör,Handballenauflage,701.87,0.36
2025-09-20,Nord,Möbel,Rollcontainer,9383.75,0.16
